,O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
8558,15-1251.00,Computer Programmers,Microsoft Access,43232306,Data base user interface and query software,Y
8559,15-1251.00,Computer Programmers,Microsoft Active Server Pages ASP,43232408,Web platform development software,Y
8560,15-1251.00,Computer Programmers,Microsoft ActiveX,43232405,Object or component oriented development software,N
8561,15-1251.00,Computer Programmers,Microsoft ASP.NET,43232408,Web platform development software,Y
8562,15-1251.00,Computer Programmers,Microsoft ASP.NET Core MVC,43232408,Web platform development software,Y
8563,15-1251.00,Computer Programmers,Microsoft Azure,43232402,Development environment software,Y
8564,15-1251.00,Computer Programmers,Microsoft Dynamics,43231602,Enterprise resource planning ERP software,Y
8565,15-1251.00,Computer Programmers,Microsoft Dynamics GP,43231602,Enterprise resource planning ERP software,Y
8566,15-1251.00,Computer Programmers,Microsoft ESP SDK,43232402,Development environment software,N
8567,15-1251.00,Computer Programmers,Microsoft Excel,43232110,Spreadsheet software,Y
8568,15-1251.00,Computer Programmers,Microsoft Exchange,43233501,Electronic mail software,Y
8569,15-1251.00,Computer Programmers,Microsoft Extensible Application Markup Language (XAML),43232402,Development environment software,N
8570,15-1251.00,Computer Programmers,Microsoft FrontPage,43232107,Web page creation and editing software,N
8571,15-1251.00,Computer Programmers,Microsoft Office,43231513,Office suite software,Y
8572,15-1251.00,Computer Programmers,Microsoft PowerPoint,43232106,Presentation software,Y
8573,15-1251.00,Computer Programmers,Microsoft PowerShell,43232402,Development environment software,Y
8574,15-1251.00,Computer Programmers,Microsoft Project,43231507,Project management software,Y
8575,15-1251.00,Computer Programmers,Microsoft Publisher,43232112,Desktop publishing software,N
8576,15-1251.00,Computer Programmers,Microsoft SharePoint,43231507,Project management software,Y
8577,15-1251.00,Computer Programmers,Microsoft Silverlight,43232408,Web platform development software,N
8578,15-1251.00,Computer Programmers,Microsoft SQL Server,43232306,Data base user interface and query software,Y
8579,15-1251.00,Computer Programmers,Microsoft SQL Server Integration Services SSIS,43232403,Enterprise application integration software,Y
8580,15-1251.00,Computer Programmers,Microsoft SQL Server Reporting Services,43232305,Data base reporting software,Y
8581,15-1251.00,Computer Programmers,Microsoft Systems Management Server,43233701,Enterprise system management software,N
8582,15-1251.00,Computer Programmers,Microsoft Visio,43232102,Graphics or photo imaging software,Y
8583,15-1251.00,Computer Programmers,Microsoft Visual Basic,43232402,Development environment software,Y
8584,15-1251.00,Computer Programmers,Microsoft Visual Basic for Applications VBA,43232402,Development environment software,Y
8585,15-1251.00,Computer Programmers,Microsoft Visual Basic Scripting Edition VBScript,43232402,Development environment software,Y
8586,15-1251.00,Computer Programmers,Microsoft Visual Basic.NET,43232405,Object or component oriented development software,N
8587,15-1251.00,Computer Programmers,Microsoft Visual C#,43232405,Object or component oriented development software,N
8588,15-1251.00,Computer Programmers,Microsoft Visual C# .NET,43232405,Object or component oriented development software,N
8589,15-1251.00,Computer Programmers,Microsoft Visual FoxPro,43232311,Object oriented data base management software,N
8590,15-1251.00,Computer Programmers,Microsoft Visual Studio,43232402,Development environment software,Y
8591,15-1251.00,Computer Programmers,Microsoft Windows,43233004,Operating system software,Y
8592,15-1251.00,Computer Programmers,Microsoft Windows Server,43233004,Operating system software,Y
8593,15-1251.00,Computer Programmers,Microsoft Word,43232104,Word processing software,Y
8594,15-1251.00,Computer Programmers,MicroStrategy,43232314,Business intelligence and data analysis software,Y
8595,15-1251.00,Computer Programmers,Minitab,43232605,Analytical or scientific software,Y
8596,15-1251.00,Computer Programmers,Mixed code generator,43232409,Compiler and decompiler software,N
8597,15-1251.00,Computer Programmers,Modula,43232405,Object or component oriented development software,N
8598,15-1251.00,Computer Programmers,MongoDB,43232304,Data base management system software,Y
8599,15-1251.00,Computer Programmers,MUMPS M,43232402,Development environment software,N
8600,15-1251.00,Computer Programmers,MySQL,43232304,Data base management system software,Y
8601,15-1251.00,Computer Programmers,Nagios,43232801,Network monitoring software,Y
8602,15-1251.00,Computer Programmers,National Instruments LabVIEW,43232402,Development environment software,Y
8603,15-1251.00,Computer Programmers,NetSuite ERP,43231602,Enterprise resource planning ERP software,Y
8604,15-1251.00,Computer Programmers,Network intrusion prevention systems NIPS,43232801,Network monitoring software,N
8605,15-1251.00,Computer Programmers,Node.js,43232408,Web platform development software,Y
8606,15-1251.00,Computer Programmers,NoSQL,43232304,Data base management system software,Y
8607,15-1251.00,Computer Programmers,Oberon,43232405,Object or component oriented development software,N
8608,15-1251.00,Computer Programmers,Objective C,43232405,Object or component oriented development software,Y
8609,15-1251.00,Computer Programmers,Objective Caml,43232405,Object or component oriented development software,N
8610,15-1251.00,Computer Programmers,One pass compiler software,43232409,Compiler and decompiler software,N
8611,15-1251.00,Computer Programmers,Oracle Business Intelligence Enterprise Edition,43232314,Business intelligence and data analysis software,Y
8612,15-1251.00,Computer Programmers,Oracle E-Business Suite Financials,43231604,Financial analysis software,N
8613,15-1251.00,Computer Programmers,Oracle Fusion Applications,43231602,Enterprise resource planning ERP software,Y
8614,15-1251.00,Computer Programmers,Oracle Fusion Middleware,43232403,Enterprise application integration software,Y
8615,15-1251.00,Computer Programmers,Oracle Hyperion,43231602,Enterprise resource planning ERP software,Y
8616,15-1251.00,Computer Programmers,Oracle Java,43232405,Object or component oriented development software,Y
8617,15-1251.00,Computer Programmers,Oracle JavaServer Pages JSP,43232408,Web platform development software,Y
8618,15-1251.00,Computer Programmers,Oracle JD Edwards EnterpriseOne,43231602,Enterprise resource planning ERP software,Y
8619,15-1251.00,Computer Programmers,Oracle JDBC,43232306,Data base user interface and query software,Y
8620,15-1251.00,Computer Programmers,Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y
8621,15-1251.00,Computer Programmers,Oracle PeopleSoft Financials,43231602,Enterprise resource planning ERP software,Y
8622,15-1251.00,Computer Programmers,Oracle PL/SQL,43232304,Data base management system software,Y
8623,15-1251.00,Computer Programmers,Oracle software,43232306,Data base user interface and query software,Y
8624,15-1251.00,Computer Programmers,Oracle Solaris,43233004,Operating system software,Y
8625,15-1251.00,Computer Programmers,Oracle WebLogic Server,43232701,Application server software,Y
8626,15-1251.00,Computer Programmers,Partial class generator software,43232409,Compiler and decompiler software,N
8627,15-1251.00,Computer Programmers,Pascal,43232402,Development environment software,N
8628,15-1251.00,Computer Programmers,Perforce Helix software,43232401,Configuration management software,N
8629,15-1251.00,Computer Programmers,PHP: Hypertext Preprocessor,43232408,Web platform development software,Y
8630,15-1251.00,Computer Programmers,PostgreSQL,43232311,Object oriented data base management software,Y
8631,15-1251.00,Computer Programmers,PowerSoft PowerBuilder,43232405,Object or component oriented development software,N
8632,15-1251.00,Computer Programmers,Practical extraction and reporting language Perl,43232405,Object or component oriented development software,Y
8633,15-1251.00,Computer Programmers,Programming language one PL/I,43232402,Development environment software,N
8634,15-1251.00,Computer Programmers,Progress OpenEdge ABL,43232402,Development environment software,N
8635,15-1251.00,Computer Programmers,Progress Sonic ESB,43232403,Enterprise application integration software,N
8636,15-1251.00,Computer Programmers,Progress WebSpeed Workshop,43232408,Web platform development software,N
8637,15-1251.00,Computer Programmers,Prolog,43232402,Development environment software,N
8638,15-1251.00,Computer Programmers,Puppet,43232401,Configuration management software,Y
8639,15-1251.00,Computer Programmers,Python,43232405,Object or component oriented development software,Y
8640,15-1251.00,Computer Programmers,Qlik Tech QlikView,43232314,Business intelligence and data analysis software,Y
8641,15-1251.00,Computer Programmers,R,43232405,Object or component oriented development software,Y
8642,15-1251.00,Computer Programmers,React,43232408,Web platform development software,Y
8643,15-1251.00,Computer Programmers,ReCrystallize Crystal Reports,43232305,Data base reporting software,N
